0.3408,0.4509,0.2084
0.3574,0.4177,0.2249
0.3458,0.4008,0.2534
0.2497,0.4777,0.2726
0.3760,0.3891,0.2349
0.3458,0.4008,0.2534
0.3236,0.3800,0.2964
0.2921,0.4542,0.2537
0.3458,0.4008,0.2534
0.3921,0.4063,0.2016
0.3160,0.5174,0.1667
0.3458,0.4008,0.2534
0.3799,0.3832,0.2369
0.3238,0.4256,0.2506
0.3458,0.4008,0.2534
0.3637,0.4240,0.2123
0.3060,0.4859,0.2081
0.3458,0.4008,0.2534
0.3069,0.4003,0.2929
0.3211,0.4331,0.2458
0.3458,0.4008,0.2534
0.2422,0.4682,0.2896
0.4225,0.3460,0.2315
0.3458,0.4008,0.2534
0.2835,0.4010,0.3155
0.3262,0.3952,0.2786
0.3458,0.4008,0.2534
0.3044,0.4522,0.2434
0.3293,0.4407,0.2299
0.3458,0.4008,0.2534
0.3617,0.4160,0.2222
0.2603,0.5348,0.2048
0.3458,0.4008,0.2534
0.2487,0.5311,0.2202
0.4138,0.3438,0.2423
0.3458,0.4008,0.2534
0.2295,0.5475,0.2230
0.2713,0.4945,0.2342
0.3458,0.4008,0.2534
0.2731,0.4684,0.2585
0.4195,0.3446,0.2360
0.3458,0.4008,0.2534
0.2951,0.4623,0.2425
0.3506,0.4430,0.2064
0.3458,0.4008,0.2534
0.3252,0.4485,0.2264
0.3916,0.3841,0.2244
0.3458,0.4008,0.2534
0.3040,0.4984,0.1976
0.3854,0.3650,0.2496
0.3458,0.4008,0.2534
0.3652,0.4083,0.2265
0.2989,0.4361,0.2650
0.3458,0.4008,0.2534
0.2651,0.4382,0.2968
0.3343,0.4168,0.2489
0.3458,0.4008,0.2534
0.3199,0.3773,0.3028
0.3269,0.4650,0.2081
0.3458,0.4008,0.2534
0.3517,0.4195,0.2288
0.3206,0.4228,0.2566
0.3458,0.4008,0.2534
0.2300,0.5433,0.2267
0.2247,0.5751,0.2002
0.3458,0.4008,0.2534
0.2861,0.4343,0.2796
0.3945,0.3722,0.2333
0.3458,0.4008,0.2534
0.4217,0.3883,0.1900
0.3331,0.4266,0.2403
0.3458,0.4008,0.2534
0.3674,0.3823,0.2503
0.2405,0.5489,0.2105
0.3458,0.4008,0.2534
0.3712,0.3882,0.2405
0.3171,0.4412,0.2417
0.3458,0.4008,0.2534
0.3449,0.4705,0.1846
0.2895,0.3996,0.3108
0.3458,0.4008,0.2534
0.3679,0.3957,0.2364
0.4183,0.3961,0.1856
0.3458,0.4008,0.2534
0.2283,0.5415,0.2302
0.3763,0.3693,0.2544
