1.3671, 0.0000, 0.5233, 0.5514, 1.1042, 0.3234, 0.0000, 0.0000, 0.0000, 0.2570, 1.2567, 0.0000
1.3115, 0.0000, 0.2943, 0.4255, 1.0136, 0.3438, 0.0000, 0.0000, 0.0000, 0.1281, 1.0336, 0.0000
1.0923, 0.0000, 0.4634, 0.6050, 0.9608, 0.0000, 0.0000, 0.0000, 0.0000, 0.3383, 1.0584, 0.0000
1.2217, 0.0000, 0.4944, 0.4987, 0.9677, 0.0000, 0.0000, 0.0000, 0.0000, 0.3488, 1.0069, 0.0000
1.1300, 0.0000, 0.4369, 0.8205, 0.9095, 0.2609, 0.0000, 0.0000, 0.0000, 0.1841, 0.9927, 0.0000
1.1653, 0.0000, 0.8959, 0.6702, 1.0193, 0.0000, 0.0000, 0.0000, 0.0000, 0.2001, 0.8226, 0.0000
1.1564, 0.0000, 0.6070, 0.4639, 0.8586, 0.0000, 0.0000, 0.0000, 0.0000, 0.5478, 1.1833, 0.0000
0.9326, 0.1120, 0.7643, 0.6584, 1.1278, 0.0000, 0.0000, 0.0000, 0.0000, 0.2341, 1.1505, 0.0000
1.1896, 0.0000, 0.4088, 0.2972, 0.8349, 0.0890, 0.0000, 0.0000, 0.0000, 0.4149, 1.1907, 0.0000
1.0236, 0.0000, 0.6374, 0.3267, 1.0029, 0.0212, 0.0000, 0.0000, 0.0000, 0.2620, 1.1189, 0.0000
1.1479, 0.0000, 0.6562, 0.4145, 0.9672, 0.0000, 0.0000, 0.0000, 0.0000, 0.1268, 0.8521, 0.0000
0.8787, 0.0000, 0.4900, 0.1904, 0.7071, 0.0000, 0.0000, 0.0000, 0.0000, 0.3905, 0.9176, 0.0000
1.0034, 0.2066, 0.5505, 0.4095, 0.9296, 0.0000, 0.0000, 0.0000, 0.0000, 0.4821, 1.2915, 0.0000
0.9980, 0.0000, 0.5243, 0.2990, 1.0190, 0.0000, 0.0000, 0.0000, 0.0000, 0.3262, 1.1318, 0.0000
0.8857, 0.3182, 0.6499, 0.7820, 0.9101, 0.0000, 0.0000, 0.0000, 0.0000, 0.1560, 1.1621, 0.0000
1.0730, 0.0000, 0.3896, 0.4263, 0.8694, 0.0000, 0.0000, 0.0000, 0.0000, 0.1906, 0.8854, 0.0000
0.9701, 0.0000, 0.4049, 0.6512, 0.9211, 0.0000, 0.0000, 0.0000, 0.0000, 0.2457, 1.0743, 0.0000
1.0146, 0.0431, 0.5393, 0.0311, 0.9748, 0.2726, 0.0000, 0.0000, 0.0000, 0.3469, 1.0896, 0.0000
1.0305, 0.0000, 0.4138, 0.4913, 0.8179, 0.0000, 0.0000, 0.0000, 0.0000, 0.4932, 1.3383, 0.0000
0.9868, 0.0284, 0.4342, 0.6155, 1.0193, 0.0000, 0.0000, 0.0000, 0.0000, 0.2063, 0.9596, 0.0000
1.5366, 0.0000, 0.4293, 0.2587, 1.0100, 0.0000, 0.0000, 0.0000, 0.0000, 0.2579, 0.8801, 0.0000
1.2118, 0.0000, 0.3702, 0.0043, 1.0288, 0.0000, 0.0000, 0.0000, 0.0000, 0.2774, 0.9998, 0.0000
0.8236, 0.0000, 0.5025, 0.3835, 0.8196, 0.0000, 0.0000, 0.0000, 0.0000, 0.3909, 1.0507, 0.0000
1.2720, 0.0000, 0.2404, 0.2525, 0.8982, 0.2066, 0.0000, 0.0000, 0.0000, 0.4811, 1.1745, 0.0000
1.2343, 0.1393, 0.6130, 0.6958, 0.9401, 0.0000, 0.0000, 0.0000, 0.0000, 0.2657, 1.1135, 0.0000
1.2434, 0.0000, 0.6815, 0.5856, 1.1153, 0.0000, 0.0000, 0.0000, 0.0000, 0.3907, 1.1736, 0.0000
1.0102, 0.0000, 0.4547, 0.3438, 1.0296, 0.3257, 0.0000, 0.0000, 0.0000, 0.5006, 1.3131, 0.0000
0.9671, 0.0000, 0.9198, 0.3965, 0.9712, 0.0000, 0.0000, 0.0000, 0.0000, 0.3828, 1.1529, 0.0000
1.2206, 0.0000, 0.5673, 0.1168, 0.8878, 0.0000, 0.0000, 0.0000, 0.0000, 0.3524, 0.9137, 0.0000
1.1207, 0.0000, 0.6189, 0.7267, 1.0435, 0.0733, 0.0000, 0.0000, 0.0000, 0.0448, 0.9752, 0.0000
0.9885, 0.0000, 0.7619, 0.4906, 1.0005, 0.0736, 0.0000, 0.0000, 0.0000, 0.3747, 1.2200, 0.0000
1.4238, 0.0000, 0.4176, 0.3814, 1.0822, 0.0859, 0.0000, 0.0000, 0.0000, 0.1129, 0.7598, 0.0000
0.8033, 0.1563, 0.4182, 0.5120, 1.0714, 0.0000, 0.0000, 0.0000, 0.0000, 0.2640, 0.9118, 0.0000
1.1365, 0.0000, 0.7609, 0.5313, 0.8893, 0.0000, 0.0000, 0.0000, 0.0000, 0.2906, 0.9641, 0.0000
0.8242, 0.0000, 0.5444, 0.4704, 0.8352, 0.0000, 0.0000, 0.0000, 0.0000, 0.4268, 1.1488, 0.0000
1.2154, 0.0000, 0.3686, 0.2659, 0.9625, 0.0360, 0.0000, 0.0000, 0.0000, 0.3401, 1.0160, 0.0000
1.0373, 0.0000, 0.5262, 0.4584, 0.9428, 0.0000, 0.0000, 0.0000, 0.0000, 0.4454, 1.1790, 0.0000
1.1201, 0.0000, 0.7668, 0.3669, 1.1439, 0.0000, 0.0000, 0.0000, 0.0000, 0.1889, 0.8614, 0.0000
1.1703, 0.0000, 0.2799, 0.1652, 1.0169, 0.1582, 0.0000, 0.0000, 0.0000, 0.3487, 1.1282, 0.0000
1.0469, 0.0151, 0.5351, 0.4105, 1.0005, 0.0000, 0.0000, 0.0000, 0.0000, 0.2257, 0.9394, 0.0000
1.0307, 0.0000, 0.3123, 0.6583, 0.7811, 0.0000, 0.0000, 0.0000, 0.0000, 0.2803, 0.8240, 0.0000
1.2595, 0.0000, 0.3994, 0.4896, 1.2193, 0.2137, 0.0000, 0.0000, 0.0000, 0.2917, 1.1248, 0.0000
1.1534, 0.0000, 0.4622, 0.4834, 0.9852, 0.0000, 0.0000, 0.0000, 0.0000, 0.2890, 1.0697, 0.0000
0.9289, 0.1213, 0.8569, 0.6329, 0.9128, 0.0000, 0.0000, 0.0000, 0.0000, 0.3931, 1.0875, 0.0000
1.1512, 0.0000, 0.1754, 0.4274, 0.6312, 0.1568, 0.0000, 0.0000, 0.0000, 0.2775, 0.9556, 0.0000
0.9777, 0.0655, 0.4121, 0.5082, 1.2815, 0.2179, 0.0000, 0.0000, 0.0000, 0.1778, 1.0857, 0.0000
0.9099, 0.0831, 0.4912, 0.4709, 1.0645, 0.0426, 0.0000, 0.0000, 0.0000, 0.2895, 1.2420, 0.0000
0.8807, 0.0642, 0.5131, 0.4308, 0.8961, 0.0000, 0.0000, 0.0000, 0.0000, 0.1360, 0.9697, 0.0000
1.1541, 0.0000, 0.4435, 0.2368, 0.9556, 0.0000, 0.0000, 0.0000, 0.0000, 0.3483, 1.1041, 0.0000
1.0782, 0.0000, 0.5680, 0.1247, 1.1373, 0.0000, 0.0000, 0.0000, 0.0000, 0.3565, 1.0280, 0.0000
