0.0305, 0.0551, 0.0414, 0.0128, 0.0305, 0.1749, 0.0403, 0.6145
0.1342, 0.1511, 0.0640, 0.0222, 0.0468, 0.2096, 0.0646, 0.3075
0.1922, 0.1217, 0.0728, 0.0204, 0.0413, 0.1964, 0.0634, 0.2918
0.0854, 0.1428, 0.0617, 0.0233, 0.0299, 0.2780, 0.0679, 0.3111
0.0161, 0.0302, 0.0224, 0.0063, 0.0268, 0.1164, 0.0284, 0.7534
0.1024, 0.0922, 0.0461, 0.0147, 0.0545, 0.1651, 0.0465, 0.4785
0.1150, 0.1553, 0.0673, 0.0251, 0.0416, 0.2213, 0.0630, 0.3113
0.0392, 0.0751, 0.0443, 0.0153, 0.0290, 0.2302, 0.0502, 0.5169
0.0211, 0.0514, 0.0311, 0.0088, 0.0299, 0.1527, 0.0437, 0.6612
0.0681, 0.0741, 0.0380, 0.0122, 0.0415, 0.1792, 0.0488, 0.5381
0.0734, 0.0794, 0.0504, 0.0157, 0.0337, 0.2259, 0.0572, 0.4644
0.1205, 0.0923, 0.0581, 0.0156, 0.0615, 0.1339, 0.0541, 0.4641
0.0384, 0.0826, 0.0427, 0.0162, 0.0312, 0.2409, 0.0572, 0.4908
0.0366, 0.0735, 0.0358, 0.0163, 0.0273, 0.2922, 0.0555, 0.4627
0.0941, 0.0950, 0.0479, 0.0197, 0.0418, 0.2461, 0.0568, 0.3986
0.0373, 0.0725, 0.0406, 0.0162, 0.0291, 0.2638, 0.0588, 0.4816
0.0412, 0.0792, 0.0544, 0.0155, 0.0303, 0.1951, 0.0540, 0.5303
0.0305, 0.0543, 0.0387, 0.0102, 0.0293, 0.1606, 0.0458, 0.6306
0.0808, 0.1157, 0.0468, 0.0165, 0.0414, 0.1987, 0.0566, 0.4436
0.0924, 0.1148, 0.0584, 0.0198, 0.0407, 0.2280, 0.0690, 0.3769
0.3263, 0.0936, 0.0673, 0.0207, 0.0475, 0.1740, 0.0611, 0.2095
0.0478, 0.0853, 0.0465, 0.0145, 0.0375, 0.1773, 0.0552, 0.5360
0.0304, 0.0647, 0.0327, 0.0103, 0.0309, 0.1846, 0.0471, 0.5993
0.1360, 0.1322, 0.0651, 0.0207, 0.0472, 0.2048, 0.0637, 0.3302
0.1061, 0.0841, 0.0608, 0.0173, 0.0456, 0.1895, 0.0590, 0.4375
0.0370, 0.0716, 0.0411, 0.0184, 0.0313, 0.2648, 0.0551, 0.4808
0.1656, 0.1205, 0.0620, 0.0217, 0.0396, 0.2511, 0.0627, 0.2766
0.0773, 0.0574, 0.0445, 0.0129, 0.0399, 0.1851, 0.0464, 0.5365
0.1211, 0.0705, 0.0558, 0.0162, 0.0521, 0.1746, 0.0500, 0.4599
0.0345, 0.0684, 0.0431, 0.0133, 0.0294, 0.1940, 0.0506, 0.5667
0.0439, 0.0757, 0.0466, 0.0139, 0.0325, 0.1840, 0.0491, 0.5542
0.0308, 0.0377, 0.0462, 0.0122, 0.0273, 0.1770, 0.0455, 0.6231
0.0472, 0.0844, 0.0696, 0.0217, 0.0215, 0.2816, 0.0618, 0.4122
0.0317, 0.0728, 0.0414, 0.0115, 0.0292, 0.1765, 0.0512, 0.5857
0.0490, 0.0944, 0.0460, 0.0202, 0.0246, 0.3263, 0.0641, 0.3754
0.0551, 0.0854, 0.0421, 0.0126, 0.0425, 0.1699, 0.0496, 0.5429
0.0841, 0.1352, 0.0536, 0.0203, 0.0350, 0.2645, 0.0651, 0.3422
0.0752, 0.1178, 0.0640, 0.0230, 0.0314, 0.2621, 0.0586, 0.3680
0.0600, 0.1465, 0.0625, 0.0194, 0.0391, 0.2064, 0.0710, 0.3951
0.0446, 0.0903, 0.0358, 0.0145, 0.0363, 0.2260, 0.0558, 0.4966
0.0689, 0.1350, 0.0476, 0.0177, 0.0369, 0.2367, 0.0631, 0.3941
0.0307, 0.0616, 0.0356, 0.0185, 0.0245, 0.3288, 0.0521, 0.4482
0.0533, 0.0950, 0.0534, 0.0176, 0.0363, 0.2078, 0.0544, 0.4822
0.0303, 0.0673, 0.0402, 0.0136, 0.0284, 0.2140, 0.0513, 0.5549
0.2025, 0.1133, 0.0671, 0.0210, 0.0511, 0.1996, 0.0734, 0.2719
0.0245, 0.0646, 0.0298, 0.0094, 0.0304, 0.1727, 0.0458, 0.6227
0.0492, 0.0864, 0.0506, 0.0182, 0.0319, 0.2347, 0.0582, 0.4708
0.0981, 0.1046, 0.0543, 0.0169, 0.0441, 0.1701, 0.0429, 0.4690
0.1286, 0.1538, 0.0552, 0.0205, 0.0468, 0.1977, 0.0536, 0.3438
0.0460, 0.1205, 0.0536, 0.0174, 0.0336, 0.2256, 0.0709, 0.4325
0.0707, 0.0747, 0.0426, 0.0110, 0.0535, 0.1256, 0.0468, 0.5751
0.0318, 0.0532, 0.0373, 0.0138, 0.0261, 0.2263, 0.0422, 0.5694
0.0446, 0.0769, 0.0434, 0.0140, 0.0276, 0.2206, 0.0514, 0.5215
0.1056, 0.1008, 0.0545, 0.0149, 0.0495, 0.1822, 0.0727, 0.4199
0.0539, 0.1323, 0.0552, 0.0197, 0.0247, 0.2996, 0.0722, 0.3424
0.0951, 0.1509, 0.0630, 0.0201, 0.0408, 0.2012, 0.0595, 0.3694
0.0534, 0.0718, 0.0534, 0.0196, 0.0269, 0.2812, 0.0539, 0.4397
0.0539, 0.1051, 0.0511, 0.0173, 0.0285, 0.2680, 0.0686, 0.4076
0.1504, 0.0961, 0.0683, 0.0207, 0.0474, 0.1821, 0.0501, 0.3849
0.0793, 0.1266, 0.0586, 0.0246, 0.0381, 0.2525, 0.0735, 0.3469
0.0420, 0.0864, 0.0568, 0.0178, 0.0256, 0.2479, 0.0578, 0.4657
0.0355, 0.1013, 0.0468, 0.0152, 0.0299, 0.2292, 0.0676, 0.4744
0.0933, 0.1103, 0.0534, 0.0166, 0.0476, 0.1780, 0.0549, 0.4459
0.0412, 0.0907, 0.0430, 0.0137, 0.0323, 0.2037, 0.0573, 0.5182
0.1097, 0.1542, 0.0700, 0.0257, 0.0306, 0.2650, 0.0653, 0.2793
0.1393, 0.1162, 0.0523, 0.0162, 0.0573, 0.1690, 0.0587, 0.3909
0.0711, 0.1149, 0.0575, 0.0206, 0.0353, 0.2413, 0.0627, 0.3966
0.0280, 0.0581, 0.0502, 0.0136, 0.0297, 0.1646, 0.0494, 0.6064
0.1294, 0.0873, 0.0557, 0.0167, 0.0468, 0.1862, 0.0583, 0.4196
0.0497, 0.0859, 0.0449, 0.0150, 0.0340, 0.2062, 0.0504, 0.5139
0.0350, 0.0851, 0.0525, 0.0186, 0.0227, 0.2881, 0.0679, 0.4301
0.0360, 0.0535, 0.0428, 0.0111, 0.0411, 0.1325, 0.0414, 0.6415
0.1595, 0.1075, 0.0556, 0.0218, 0.0463, 0.2375, 0.0699, 0.3018
0.0693, 0.1068, 0.0423, 0.0181, 0.0374, 0.2659, 0.0638, 0.3965
0.0529, 0.1109, 0.0503, 0.0208, 0.0324, 0.2776, 0.0621, 0.3930
0.0699, 0.1239, 0.0460, 0.0159, 0.0417, 0.2002, 0.0548, 0.4475
0.1333, 0.1853, 0.0599, 0.0222, 0.0400, 0.2176, 0.0654, 0.2763
