-2.1531, -2.0734, -2.6565, -2.3300, -2.2094, -2.2472, -2.4926, -1.9686, -2.2398, -2.2053, -2.3216, -2.3884, -2.2460, -2.2659, -2.4339, -2.5131
-2.1381, -2.4405, -2.5497, -2.1921, -2.4269, -2.3901, -2.4406, -2.2585, -2.1093, -2.4232, -2.7615, -2.4862, -1.8266, -1.9742, -2.4794, -2.4220
-2.1629, -2.3476, -2.4028, -2.6110, -2.3582, -2.3871, -2.5598, -2.3281, -2.4028, -2.7415, -2.6084, -2.5601, -1.9753, -2.3925, -2.5907, -2.1661
-2.0103, -2.5745, -2.4293, -2.3007, -1.9796, -2.3776, -2.6660, -2.4181, -2.3191, -2.5372, -2.3533, -2.3688, -2.2473, -2.1424, -2.1969, -2.1867
-1.9820, -2.4327, -2.4386, -2.1506, -2.2064, -2.4779, -2.4814, -2.3462, -2.2516, -2.5310, -2.1269, -2.5035, -1.6908, -2.2514, -2.3620, -2.3397
-2.0849, -2.5454, -2.5490, -2.4541, -2.2616, -2.2624, -2.4697, -2.4433, -1.9144, -2.6746, -2.7409, -2.5763, -2.2637, -2.4283, -2.3367, -2.2271
-2.1132, -2.5303, -2.4709, -2.4884, -2.4065, -2.4294, -2.5094, -2.1567, -2.2210, -2.2463, -2.6641, -2.6831, -2.0081, -2.3110, -2.4273, -2.3908
-2.5023, -2.5698, -2.2637, -2.0021, -2.3003, -2.1450, -2.5633, -2.2485, -1.9959, -2.5123, -2.4053, -2.6444, -2.0100, -2.1994, -2.1036, -2.3645
-1.9488, -2.2314, -2.3094, -2.2178, -2.2281, -2.3825, -2.2994, -2.4227, -2.2192, -2.6783, -2.3702, -2.6096, -1.9967, -2.4923, -2.2799, -2.4177
-2.1663, -2.4378, -2.3866, -2.3683, -1.9795, -2.5796, -2.4185, -2.4293, -2.2275, -2.4930, -2.6629, -1.9839, -2.0988, -2.2704, -2.0609, -2.0918
-2.0543, -2.2615, -2.2259, -2.4817, -1.9591, -2.4395, -2.2983, -2.3109, -2.1747, -2.2982, -2.2019, -2.2765, -1.9907, -2.0912, -2.3031, -2.3751
-1.9250, -2.5598, -2.5719, -2.5729, -1.9531, -2.3495, -2.5737, -2.5052, -2.0590, -2.4999, -2.2332, -2.3587, -2.2328, -2.2383, -2.3621, -2.3880
-1.9527, -2.2502, -2.5577, -2.1651, -2.4206, -2.4828, -2.5721, -2.1346, -2.1417, -2.7002, -2.4852, -2.1733, -1.9595, -2.1683, -2.4048, -2.2965
-1.9324, -2.3334, -2.3854, -2.2761, -2.0140, -2.4461, -2.4307, -2.7051, -2.0621, -2.5698, -2.4850, -2.4797, -1.7248, -2.3003, -2.1279, -2.2881
-2.0703, -2.0902, -2.1274, -2.3664, -2.0530, -2.3311, -2.4790, -2.5467, -2.0046, -2.2900, -2.3197, -2.3331, -1.9311, -2.4846, -2.2448, -2.3030
-2.2698, -2.4090, -2.3629, -2.4380, -2.3655, -2.3878, -2.2828, -2.4821, -2.0485, -2.1103, -2.2605, -2.5403, -2.1089, -2.3096, -2.3128, -2.1319
-2.0552, -2.1865, -2.4927, -2.5232, -2.1444, -2.6908, -2.2942, -2.2921, -2.2972, -2.6232, -2.6595, -2.2508, -1.8545, -2.4058, -2.1593, -2.2184
-2.3930, -2.2730, -2.4446, -2.1583, -2.2384, -2.3526, -2.6021, -2.3250, -2.0335, -2.5453, -2.4641, -2.3989, -1.8982, -2.1653, -2.3007, -2.4196
-2.2057, -2.8257, -2.6757, -2.2914, -2.0328, -2.5099, -2.3407, -2.6128, -2.2067, -2.2643, -2.6609, -2.4805, -1.9358, -2.5457, -2.4678, -2.4472
-1.9150, -2.4318, -2.4713, -2.3618, -2.1720, -2.7865, -2.7974, -2.5518, -2.0675, -2.3479, -2.4582, -2.2016, -1.8746, -2.2471, -2.6114, -2.3053
-2.1599, -2.5134, -2.4669, -2.4840, -2.4263, -2.5297, -2.2697, -2.7092, -2.1410, -2.4210, -2.5910, -2.3667, -2.3150, -2.4400, -2.3325, -2.1054
-2.0360, -2.1566, -2.6230, -2.0953, -2.3623, -2.6974, -2.5777, -2.1311, -2.2445, -2.6270, -2.7965, -2.7927, -2.1002, -2.2849, -2.3003, -2.1844
-2.2562, -2.4125, -2.3651, -2.2075, -2.1263, -2.6724, -2.4510, -2.1547, -2.1332, -2.7196, -2.5199, -2.6401, -1.8156, -2.4470, -2.1530, -2.3504
-2.0674, -2.5740, -2.4649, -2.5268, -2.1482, -2.4393, -2.6370, -2.3540, -1.9854, -2.5903, -2.3250, -2.5067, -1.9121, -2.4354, -2.3433, -2.3858
-2.3237, -2.3147, -2.3593, -2.3275, -2.0535, -2.6168, -2.4841, -2.5553, -2.0530, -2.4700, -2.4591, -2.8019, -2.0963, -2.3230, -2.3010, -1.9994
-2.0470, -2.6626, -2.5971, -2.4174, -2.1967, -2.2782, -2.2123, -2.3718, -2.2475, -2.4958, -2.3166, -2.4293, -1.8684, -2.3893, -2.3666, -2.1652
-2.4004, -2.4511, -2.2744, -2.3300, -2.1759, -2.3779, -2.5586, -2.5502, -2.0176, -2.3703, -2.6066, -2.4432, -1.8968, -2.3998, -2.1265, -2.5872
-2.2623, -2.5465, -2.3346, -2.2125, -2.1377, -2.8232, -2.4799, -2.7596, -1.9192, -2.5094, -2.3427, -2.3763, -1.9846, -2.3554, -2.3598, -2.3035
-2.1464, -2.1310, -2.4522, -2.2237, -2.1833, -2.1260, -2.2879, -2.5195, -2.1294, -2.7550, -2.4568, -2.5945, -1.8827, -2.5749, -2.0728, -2.2781
-2.0543, -2.5829, -2.5382, -2.2384, -2.2762, -2.7522, -2.6252, -2.6150, -2.1434, -2.5135, -2.2408, -2.4092, -1.6929, -2.3952, -2.3291, -2.4178
-1.9863, -2.4889, -2.4746, -2.5253, -2.3364, -2.3029, -2.4238, -2.5508, -1.9466, -2.5407, -2.7161, -2.5382, -1.9918, -2.1474, -2.3261, -2.2430
-2.0881, -2.4742, -2.3708, -2.2967, -2.0621, -2.5240, -2.3527, -2.6024, -2.2041, -2.5345, -2.5281, -2.6601, -1.8760, -2.4704, -2.4202, -2.3572
-2.0247, -2.3467, -2.0803, -2.1230, -2.2683, -2.4132, -2.5936, -2.4459, -1.9238, -2.3360, -2.6285, -2.4003, -2.2425, -2.8007, -2.3475, -2.2545
-2.0250, -2.3484, -2.2877, -2.4424, -2.1232, -2.4877, -2.4507, -2.5502, -2.1933, -2.5074, -2.3907, -2.4386, -1.9944, -2.2334, -2.1040, -2.2722
-2.1959, -2.2214, -2.4640, -2.3891, -2.5078, -2.3209, -2.6961, -2.3162, -2.2710, -2.6455, -2.3416, -2.7182, -2.1880, -2.3526, -2.3089, -1.9913
-1.8417, -2.2111, -2.2884, -2.0778, -2.0375, -2.7010, -2.6377, -2.4332, -2.3084, -2.4659, -2.4122, -2.5214, -2.0677, -2.6614, -2.4484, -2.3696
-2.1042, -2.4583, -2.2412, -2.1272, -1.8816, -2.3337, -2.7608, -2.6533, -2.0807, -2.2066, -2.4270, -2.4924, -1.9618, -2.6233, -2.0012, -2.4331
-2.1725, -2.2569, -2.5517, -2.2545, -2.2472, -2.5239, -2.7645, -2.6222, -2.1011, -2.2933, -2.6514, -2.3840, -1.9398, -2.4281, -2.3039, -2.2251
-2.1173, -2.3995, -2.8278, -2.3164, -2.2779, -2.4340, -2.4721, -2.3685, -2.1167, -2.5548, -2.5551, -2.4360, -1.8605, -2.1274, -2.1767, -2.5071
-2.3593, -2.4167, -2.4833, -2.4410, -2.3048, -2.4749, -2.6050, -2.5361, -2.3240, -2.4159, -2.3805, -2.5545, -2.0259, -2.3994, -2.5396, -2.1374
-2.1947, -2.2543, -2.3848, -2.0538, -2.1254, -2.5777, -2.7662, -2.6929, -1.9063, -2.2163, -2.5128, -2.2785, -1.8515, -2.3544, -2.0715, -2.0596
-2.0639, -2.3828, -2.4614, -2.1215, -2.1691, -2.2003, -2.5712, -2.4218, -2.1556, -2.5956, -2.4879, -2.3534, -1.8399, -2.2617, -2.2005, -2.1225
-2.1144, -2.6839, -2.3362, -2.0368, -2.1283, -2.3044, -2.4184, -2.5061, -2.2522, -2.3536, -2.4193, -2.5335, -1.7747, -2.2144, -2.5196, -2.3476
-2.0685, -2.3151, -2.3305, -2.1821, -2.0551, -2.6747, -2.4880, -2.3871, -2.4140, -2.7313, -2.5040, -2.5892, -1.9551, -2.1188, -2.4839, -2.1348
-1.9914, -2.5266, -2.5124, -2.1532, -2.0203, -2.4865, -2.4484, -2.3851, -2.2031, -2.4036, -2.5590, -2.2712, -1.9690, -2.4960, -2.3660, -2.4173
-2.1770, -2.5848, -2.4587, -2.2889, -2.3037, -2.8791, -2.5255, -2.3800, -2.2859, -2.4474, -2.4104, -2.3878, -2.0534, -2.3770, -2.3715, -2.5381
-1.7424, -2.4205, -2.5362, -2.5100, -1.9189, -2.3118, -2.6164, -2.4923, -2.0504, -2.5710, -2.5508, -2.3904, -2.3130, -2.1454, -2.2643, -2.1404
-2.0992, -2.3891, -2.3791, -2.0715, -2.5023, -2.1974, -2.2963, -2.2670, -2.3283, -2.4771, -2.5383, -2.4686, -2.1562, -2.2889, -2.5259, -2.1293
-2.3145, -2.3945, -2.3127, -2.3790, -2.4178, -2.6024, -2.5289, -2.4119, -2.5880, -2.3563, -2.6733, -2.4214, -2.1844, -2.2072, -2.1335, -2.4808
-2.1471, -2.5610, -2.3934, -2.3115, -2.3153, -2.5210, -2.4029, -2.4837, -2.1530, -2.7062, -2.3583, -2.3679, -2.2652, -2.4951, -2.4780, -2.3461
-2.0979, -2.3825, -2.2675, -2.1599, -2.1286, -2.6959, -2.5396, -2.2179, -2.4008, -2.5073, -2.6839, -2.5668, -1.9493, -2.2227, -2.1683, -2.3449
-1.8140, -2.1397, -2.3642, -2.2391, -2.1183, -2.3694, -2.6088, -2.3237, -2.2173, -2.1738, -2.3056, -2.3180, -2.1024, -2.3464, -2.1475, -2.1794
-2.1130, -2.3642, -2.2800, -2.4482, -1.9603, -2.3346, -2.6553, -2.6835, -2.0075, -2.1739, -2.7884, -2.3940, -2.0057, -2.3095, -2.2879, -1.9975
-2.0588, -2.3745, -2.3597, -2.3513, -2.1910, -2.5319, -2.3543, -2.1850, -2.0283, -2.3477, -2.3422, -2.5142, -2.0064, -2.3613, -2.2135, -2.7858
-2.2213, -2.4418, -2.3925, -2.3270, -2.1585, -2.7711, -2.4447, -2.3621, -2.0938, -2.3984, -2.6189, -2.5572, -1.7581, -2.2506, -2.3866, -2.4118
-2.1458, -2.6808, -2.4045, -2.3756, -2.4939, -2.3649, -2.3314, -2.4959, -2.3058, -2.3033, -2.4169, -2.6241, -1.9636, -2.3451, -2.1293, -2.2363
-1.8408, -2.3270, -2.6254, -2.5693, -2.1123, -2.2771, -2.6621, -2.3708, -1.8937, -2.2238, -2.4730, -2.4086, -2.0876, -2.5162, -2.6268, -2.0796
-2.1102, -2.3553, -2.2130, -2.0595, -2.2926, -2.3352, -2.3671, -2.4032, -2.2861, -2.3068, -2.2010, -2.3153, -2.0560, -2.5058, -2.7066, -2.2797
-2.3249, -2.2006, -2.4555, -2.3438, -2.0903, -2.0486, -2.4149, -2.4417, -2.1277, -2.4749, -2.4904, -2.4405, -2.1507, -2.5179, -2.1253, -2.5960
-2.2324, -2.3658, -2.6773, -2.4575, -1.9322, -2.5421, -2.2643, -2.8374, -2.2947, -2.2173, -2.1916, -2.1957, -1.8870, -2.5281, -2.3683, -2.5591
-2.2663, -2.3266, -2.6380, -2.1662, -2.1060, -2.1022, -2.6072, -2.1227, -2.6093, -2.5976, -2.7096, -2.5641, -1.7929, -2.4904, -2.2595, -2.4529
-2.1190, -2.5024, -2.0774, -2.5750, -2.0892, -2.3784, -2.6307, -2.6010, -2.2511, -2.4056, -2.5294, -2.8155, -1.7033, -2.3462, -2.4785, -2.3257
-1.7561, -2.5654, -2.3895, -2.2497, -2.0232, -2.4970, -2.3828, -2.7150, -2.0579, -2.5146, -2.4382, -2.5047, -2.1614, -2.2533, -2.2107, -2.4308
-2.2234, -2.3022, -2.2046, -2.3275, -1.9404, -2.1850, -2.2948, -2.1829, -2.2358, -2.5661, -2.7657, -2.4031, -2.0938, -2.3519, -2.3740, -2.4851
-2.3621, -2.2358, -2.2189, -2.4060, -2.1215, -2.1098, -2.4421, -2.3158, -2.2477, -2.4441, -2.1853, -2.2493, -2.0531, -2.5591, -2.3058, -2.4981
-1.8529, -2.4238, -2.4469, -2.2353, -2.3638, -2.5000, -2.7344, -2.4072, -2.0826, -2.5782, -2.2929, -2.4047, -1.9969, -2.3937, -2.3090, -2.1070
-2.1022, -2.2359, -2.5831, -2.3754, -2.0625, -2.5702, -2.4976, -2.3406, -2.1722, -2.5921, -2.6316, -2.4894, -1.9628, -2.4896, -2.5598, -2.4359
-1.9828, -2.6178, -2.7344, -2.2728, -2.2271, -2.4202, -2.7245, -2.3347, -1.9803, -2.6104, -2.1894, -2.2162, -2.2248, -2.4408, -2.1827, -2.4418
-2.1670, -2.0952, -2.2998, -2.3402, -2.4029, -2.6335, -2.5531, -2.2824, -2.0269, -2.6018, -2.2022, -2.6283, -1.9017, -2.2292, -2.4649, -2.4195
-2.2087, -2.3363, -2.4849, -2.6826, -2.1462, -2.2854, -2.6802, -2.4202, -1.9162, -2.3704, -2.4946, -2.2358, -2.0097, -2.1833, -2.3752, -2.2565
-1.9863, -2.3135, -2.3217, -2.2022, -2.2772, -2.2968, -2.4161, -2.2128, -2.2417, -2.5035, -2.4062, -2.3497, -1.8384, -1.9364, -2.2866, -2.2891
-2.0993, -2.6388, -2.3590, -2.1922, -2.3059, -2.2656, -2.4202, -2.5646, -2.1825, -2.3139, -2.3950, -2.4483, -1.9612, -2.5879, -2.2132, -2.1388
-2.3011, -2.2325, -2.6262, -2.1180, -2.1031, -2.3662, -2.3663, -2.3769, -2.2959, -2.5220, -2.2612, -2.4791, -1.8871, -2.2713, -2.6140, -2.4484
-2.3998, -2.6097, -2.4963, -2.2727, -2.1310, -2.5489, -2.3335, -2.3971, -2.0293, -2.3881, -2.6504, -2.2340, -2.0024, -2.3689, -2.4658, -2.2255
-2.1300, -2.4506, -2.6606, -2.4326, -1.9849, -2.7010, -2.2506, -2.5103, -2.0515, -2.5522, -2.2895, -2.5582, -2.0459, -2.5505, -2.4667, -2.3257
-2.1463, -2.5013, -2.4919, -2.2682, -2.1417, -2.4635, -2.4912, -2.3436, -2.1147, -2.3679, -2.3439, -2.3892, -1.9902, -2.5596, -2.3471, -2.3010
-2.0814, -2.5088, -2.5814, -2.3011, -2.2570, -2.2232, -2.4613, -2.5870, -2.2537, -2.2254, -2.4334, -2.3250, -2.2456, -1.9833, -2.2373, -2.0636
-2.1434, -2.2327, -2.2652, -2.6193, -2.2270, -2.4629, -2.5933, -2.6165, -2.0755, -2.5564, -2.3474, -2.7459, -2.0019, -2.4378, -2.3554, -2.1957
-1.9897, -2.3310, -2.3022, -2.2792, -2.0253, -2.5255, -2.5272, -2.5949, -2.2470, -2.2280, -2.3443, -2.1448, -1.8424, -2.2757, -2.2141, -2.2918
-2.3154, -2.4670, -2.2079, -2.4732, -1.8700, -2.3476, -2.6941, -2.4577, -2.4550, -2.3846, -2.7552, -2.4620, -2.2530, -2.0362, -2.1447, -2.1233
-2.1157, -2.1854, -2.5984, -2.5343, -2.1003, -2.0178, -2.6810, -2.2902, -2.0992, -2.1141, -2.5950, -2.4180, -2.1686, -2.4168, -2.2657, -2.4340
-2.0476, -2.3050, -2.1447, -2.3929, -2.0675, -2.6939, -2.7206, -2.6268, -2.1223, -2.6885, -2.1695, -2.7831, -1.9845, -2.3579, -2.5208, -2.1489
-2.2086, -2.2980, -2.1921, -2.4068, -2.1035, -2.4219, -2.3073, -2.4667, -2.4191, -2.7507, -2.5001, -2.3825, -2.2266, -2.3026, -2.3859, -2.3694
-2.2671, -2.4356, -2.4066, -2.4279, -2.3256, -2.4391, -2.4871, -2.0847, -2.4057, -2.3346, -2.1855, -2.3440, -2.1917, -2.4544, -2.3817, -1.9719
-2.2708, -2.3928, -2.3814, -2.5483, -2.4158, -2.3051, -2.2556, -2.5479, -2.1642, -2.2932, -2.4949, -2.3703, -1.9429, -2.6691, -2.4578, -2.2679
-2.0671, -2.5517, -2.3130, -2.1721, -2.3791, -2.5367, -2.5240, -2.3890, -2.1091, -2.5290, -2.4853, -2.1579, -2.0552, -2.5898, -2.7839, -2.2989
