0.6925,0.3680,0.3565,0.4089,0.1820
0.2749,0.5105,0.5856,0.1193,0.3579
0.7475,0.5851,0.5126,0.5741,0.9719
0.2265,0.0943,0.7830,0.6697,0.4475
0.2852,0.6821,0.1779,0.8393,0.7770
0.9691,0.6873,0.3261,0.0852,0.0234
0.9246,0.4710,0.5208,0.6837,0.4783
0.1111,0.9567,0.0517,0.2466,0.3389
0.6046,0.7378,0.2206,0.2940,0.2827
0.0080,0.4665,0.9342,0.3004,0.6616
0.3477,0.3351,0.4017,0.4974,0.2640
0.4788,0.5007,0.3824,0.8062,0.9601
0.0346,0.0219,0.5675,0.5009,0.8959
0.2732,0.8943,0.7851,0.5495,0.1868
0.3372,0.8821,0.6321,0.1406,0.9213
0.7365,0.5812,0.8270,0.3968,0.9752
0.4155,0.6698,0.2297,0.6081,0.2690
0.9511,0.7708,0.5688,0.2188,0.4661
0.2281,0.0658,0.6718,0.1468,0.7118
0.1354,0.0817,0.1370,0.4761,0.3427
0.6018,0.7921,0.3205,0.4473,0.4943
0.7244,0.1288,0.6669,0.6945,0.6020
0.3417,0.3708,0.6634,0.0871,0.7402
0.0162,0.4108,0.6717,0.2840,0.2486
0.5477,0.4371,0.2188,0.1462,0.4810
0.4748,0.7642,0.7396,0.4813,0.9079
0.9122,0.4345,0.6018,0.5749,0.2888
0.6189,0.2395,0.8967,0.5618,0.9392
0.9586,0.8858,0.7523,0.3058,0.2733
0.0961,0.2303,0.0777,0.2656,0.9085
0.2649,0.0134,0.4447,0.7996,0.9661
0.7806,0.1626,0.6252,0.8229,0.6714
0.3265,0.4531,0.9246,0.5870,0.5500
0.4489,0.3845,0.5262,0.6120,0.0878
0.6988,0.5916,0.4293,0.1331,0.9479
0.7631,0.9967,0.9450,0.4764,0.0315
0.6241,0.5311,0.2411,0.5975,0.0616
0.4988,0.3294,0.4011,0.9640,0.1185
0.3372,0.0879,0.2039,0.3081,0.7058
0.9246,0.7204,0.0200,0.9828,0.2276
0.7707,0.5148,0.8721,0.1114,0.8519
0.7338,0.7275,0.9287,0.7030,0.1804
0.3115,0.7587,0.0560,0.4214,0.6697
0.7740,0.0721,0.5326,0.4697,0.2886
0.5199,0.9931,0.3043,0.2431,0.1829
0.6586,0.7857,0.3575,0.4787,0.6636
0.2964,0.7336,0.1338,0.7138,0.0172
0.9799,0.1190,0.7082,0.0342,0.8765
0.5713,0.2271,0.8936,0.6050,0.9679
0.6652,0.7248,0.9039,0.0094,0.5121
0.9250,0.9493,0.1951,0.1946,0.9726
0.8666,0.5181,0.0993,0.7877,0.4838
0.4908,0.4872,0.2346,0.7578,0.6031
0.7861,0.2380,0.6583,0.6000,0.4539
0.4236,0.1170,0.1643,0.6024,0.5520
0.8659,0.0261,0.2973,0.1236,0.5773
0.5104,0.9465,0.6688,0.1175,0.3772
0.9787,0.8207,0.1674,0.3026,0.5239
0.4641,0.7989,0.0029,0.4687,0.8794
0.0244,0.7732,0.7614,0.2358,0.4587
0.2141,0.2475,0.5254,0.4700,0.4914
0.9064,0.3758,0.8786,0.6256,0.9024
0.0742,0.8596,0.1007,0.0944,0.3208
0.2976,0.4350,0.4492,0.1978,0.9523
0.8496,0.6606,0.9773,0.3486,0.3533
0.9783,0.4135,0.1106,0.3059,0.9449
0.1496,0.9116,0.4979,0.4955,0.7633
0.2805,0.1430,0.9766,0.9480,0.4882
0.8691,0.4982,0.9307,0.0668,0.4706
0.3419,0.5172,0.5437,0.6938,0.7407
0.5748,0.6044,0.2453,0.2163,0.3708
0.2587,0.2862,0.2192,0.2515,0.5275
0.9120,0.1267,0.6691,0.8636,0.7818
0.4981,0.3070,0.1498,0.0685,0.6012
0.7416,0.4004,0.0335,0.2332,0.8602
0.3568,0.1916,0.5900,0.5212,0.1717
0.6500,0.8821,0.3233,0.5151,0.9952
0.9603,0.2983,0.9677,0.6290,0.6064
0.5590,0.3968,0.4730,0.3141,0.4406
0.4110,0.1573,0.4405,0.6563,0.6863
0.5424,0.5359,0.4859,0.9445,0.9312
0.3108,0.0471,0.1605,0.8770,0.7381
0.2684,0.6483,0.6072,0.8526,0.6098
0.6891,0.2060,0.6159,0.7133,0.5153
0.6877,0.5499,0.7613,0.6489,0.8943
0.3049,0.6544,0.2788,0.5769,0.0126
0.3317,0.4000,0.1032,0.1320,0.9183
0.0418,0.7307,0.0031,0.2411,0.8901
0.2502,0.6155,0.6879,0.8556,0.6677
0.3429,0.4652,0.9942,0.9572,0.8731
0.0398,0.2102,0.6924,0.2053,0.0521
0.4022,0.2505,0.6560,0.1385,0.4806
0.5858,0.4538,0.0651,0.3475,0.2294
0.5841,0.2702,0.0729,0.8723,0.7872
0.3959,0.3881,0.8176,0.8160,0.7181
0.4868,0.5383,0.5357,0.6888,0.7116
0.7552,0.0883,0.8472,0.6669,0.1549
0.0027,0.0410,0.6498,0.5225,0.3345
0.6746,0.5963,0.9849,0.9168,0.5433
0.3308,0.4268,0.3558,0.3157,0.4149
0.0336,0.9833,0.1545,0.8342,0.4972
0.7898,0.3291,0.6881,0.5746,0.1758
0.0173,0.3357,0.8122,0.9913,0.2297
0.5612,0.1996,0.2292,0.1335,0.8424
0.1580,0.8333,0.5074,0.8379,0.2368
0.5562,0.3570,0.1014,0.7760,0.9473
0.5347,0.7161,0.2730,0.3484,0.4318
0.6805,0.2318,0.5557,0.0017,0.6761
0.6690,0.3375,0.5421,0.0344,0.3123
0.6327,0.8468,0.4524,0.7993,0.5298
0.8348,0.2895,0.7470,0.2125,0.4550
0.7454,0.9689,0.1303,0.9300,0.6798
0.0388,0.1020,0.8343,0.5986,0.9650
0.5661,0.0424,0.3977,0.2584,0.3808
0.3468,0.0486,0.4020,0.8823,0.1617
0.9112,0.6229,0.8880,0.4511,0.2093
0.7422,0.9355,0.6879,0.3540,0.7065
0.0434,0.3964,0.2226,0.5253,0.4814
0.8347,0.7523,0.7139,0.3513,0.7119
0.5314,0.0885,0.9146,0.6305,0.8883
0.1116,0.3715,0.7277,0.5742,0.0812
0.8104,0.9713,0.5421,0.0212,0.6378
0.5316,0.7045,0.3716,0.3705,0.9612
0.7824,0.9435,0.5797,0.5164,0.3226
0.6456,0.7579,0.7810,0.7052,0.1512
0.7648,0.9758,0.0898,0.2132,0.5790
0.8871,0.5490,0.9274,0.8713,0.5372
0.6213,0.4513,0.1613,0.3231,0.1720
0.8963,0.7996,0.8834,0.6883,0.8063
0.8624,0.8767,0.9929,0.4854,0.3034
0.9389,0.9921,0.7280,0.1594,0.9392
0.2928,0.1964,0.0993,0.8036,0.0729
0.2687,0.5977,0.3621,0.2405,0.2704
0.4902,0.9993,0.8523,0.8581,0.1010
0.8172,0.5568,0.2626,0.6156,0.9525
0.2414,0.8321,0.0822,0.4016,0.7969
0.9195,0.8105,0.4587,0.5121,0.4094
0.5549,0.7797,0.4965,0.3435,0.3165
0.7747,0.3747,0.1099,0.1009,0.4049
0.0970,0.6517,0.4884,0.4805,0.2020
0.8860,0.8238,0.8310,0.6442,0.0743
0.5301,0.0342,0.5013,0.9989,0.6002
0.0299,0.1915,0.5800,0.0707,0.2442
0.4377,0.2370,0.0644,0.2160,0.4262
0.0048,0.8330,0.3700,0.7764,0.9535
0.6073,0.1730,0.2376,0.1004,0.6954
0.8694,0.9750,0.2586,0.5216,0.8719
0.0655,0.6835,0.9807,0.2003,0.5195
0.5336,0.7658,0.2532,0.4050,0.4911
0.8336,0.8201,0.6653,0.2625,0.1275
0.0123,0.1723,0.0251,0.4880,0.5276
0.0879,0.5853,0.9661,0.2489,0.5954
0.2961,0.6197,0.0028,0.7433,0.2310
0.6589,0.8556,0.0638,0.3538,0.1681
0.4960,0.4346,0.6097,0.2003,0.7355
0.9903,0.4595,0.3487,0.9163,0.5459
0.7499,0.5837,0.5997,0.2438,0.6854
0.9675,0.8332,0.1408,0.2746,0.0213
0.0919,0.2712,0.7227,0.8782,0.6043
0.8995,0.2246,0.1274,0.2741,0.7833
0.5257,0.5134,0.3618,0.9452,0.6640
0.1374,0.3770,0.7415,0.4166,0.9550
0.8015,0.8205,0.4108,0.8893,0.4249
0.3901,0.7478,0.0882,0.0959,0.9034
0.2285,0.2998,0.8211,0.6425,0.5570
0.7909,0.3996,0.3116,0.2985,0.1809
0.6868,0.6583,0.6051,0.9244,0.8455
0.8735,0.4028,0.6211,0.6250,0.9013
0.6697,0.9158,0.2615,0.0801,0.5482
0.0603,0.8739,0.0934,0.0747,0.8199
0.6959,0.4078,0.9399,0.3003,0.0293
0.1671,0.6326,0.4738,0.6324,0.0777
0.3241,0.6418,0.1435,0.3184,0.0345
0.3234,0.4841,0.6286,0.5929,0.5501
0.5176,0.1865,0.6617,0.8055,0.7086
0.2517,0.7322,0.2991,0.0986,0.8447
0.8900,0.6238,0.0023,0.5779,0.3996
0.6255,0.5306,0.4159,0.5389,0.2229
0.2516,0.6361,0.7898,0.5225,0.7369
0.8750,0.7352,0.0576,0.1555,0.2728
0.5550,0.6543,0.1501,0.6016,0.9787
0.3420,0.8052,0.6381,0.1651,0.6173
0.5538,0.5907,0.4546,0.2415,0.4703
0.7650,0.0282,0.4689,0.2510,0.8547
0.1198,0.0932,0.1051,0.7407,0.7363
0.6041,0.4511,0.1711,0.8739,0.2877
0.1450,0.4653,0.7249,0.1531,0.4938
0.0574,0.5636,0.0923,0.0267,0.2146
0.8402,0.9546,0.5406,0.8311,0.5055
0.9102,0.3496,0.6878,0.1754,0.9375
0.1749,0.8808,0.9008,0.1766,0.9478
0.6217,0.7994,0.7882,0.7292,0.5652
0.0565,0.2795,0.9878,0.2480,0.8936
0.0376,0.5313,0.9905,0.8691,0.2691
0.8100,0.5059,0.8832,0.7220,0.6845
0.1881,0.5856,0.9897,0.0622,0.1164
0.1776,0.0763,0.6064,0.8648,0.8211
0.3248,0.0756,0.4624,0.5917,0.5056
0.1404,0.3004,0.2526,0.9064,0.2838
0.1489,0.6726,0.5172,0.1909,0.2716
0.7388,0.6339,0.6586,0.1782,0.4540
0.2325,0.1524,0.6393,0.8650,0.7078
0.5546,0.4749,0.7685,0.4374,0.3765
0.3543,0.6415,0.6298,0.8033,0.5680
0.6834,0.5007,0.8489,0.3305,0.6607
0.2410,0.8215,0.6669,0.5041,0.0393
0.3577,0.5409,0.1931,0.3427,0.5373
0.9848,0.6893,0.3486,0.3961,0.8918
0.4115,0.6363,0.8709,0.2480,0.1521
0.5027,0.6868,0.6649,0.1960,0.4067
0.8191,0.3936,0.9846,0.0771,0.6188
0.8729,0.0943,0.9779,0.3018,0.3631
0.9472,0.1440,0.4223,0.1744,0.3228
0.6449,0.5543,0.9629,0.6102,0.5292
0.5826,0.4207,0.1540,0.4800,0.1246
0.7400,0.8981,0.2952,0.8167,0.7251
0.0706,0.9387,0.6650,0.3898,0.2576
0.7090,0.7253,0.7706,0.7589,0.4521
0.7111,0.4498,0.4856,0.4675,0.1477
0.1170,0.1981,0.4752,0.2990,0.1029
0.0007,0.2106,0.2388,0.1050,0.7128
0.3640,0.8575,0.9466,0.4256,0.3387
0.1792,0.2389,0.3738,0.9558,0.4912
0.2261,0.4796,0.7851,0.7956,0.3684
0.4961,0.3977,0.2703,0.2127,0.9369
0.8289,0.4689,0.9510,0.6167,0.0752
0.9696,0.4473,0.7625,0.5804,0.6137
0.0684,0.2773,0.5874,0.6649,0.0279
0.0864,0.7361,0.9435,0.1944,0.0056
0.8839,0.2984,0.9779,0.7372,0.7112
0.9828,0.7917,0.1030,0.6785,0.0494
0.3276,0.9179,0.2549,0.9486,0.9179
0.8069,0.8401,0.2074,0.2375,0.4520
0.0938,0.5257,0.6077,0.8381,0.3346
0.1607,0.7621,0.4339,0.9260,0.9634
0.1837,0.9579,0.1770,0.0942,0.3482
0.6546,0.7868,0.6190,0.3797,0.2677
0.1743,0.1945,0.0918,0.5425,0.1562
0.4218,0.6717,0.1004,0.9560,0.2219
0.7815,0.2690,0.2728,0.8082,0.3416
0.0675,0.3448,0.4145,0.6595,0.7021
0.4089,0.0523,0.4226,0.5661,0.1924
0.7212,0.7066,0.2581,0.9566,0.9964
0.3739,0.1833,0.2101,0.0124,0.4602
0.8083,0.5897,0.4150,0.7165,0.3991
0.5282,0.0422,0.8580,0.8653,0.8984
0.9830,0.7157,0.7063,0.3920,0.2010
0.2650,0.4170,0.4264,0.3582,0.6009
0.0055,0.2874,0.4789,0.0725,0.5525
0.5426,0.3441,0.3055,0.1355,0.9054
0.0628,0.7735,0.7635,0.8520,0.7798
0.3013,0.3407,0.6785,0.0017,0.2101
0.9414,0.7666,0.5719,0.8674,0.4402
0.7185,0.8547,0.2570,0.3888,0.6222
0.2600,0.2322,0.7541,0.8674,0.8602
0.5935,0.6580,0.5389,0.4531,0.7191
0.2009,0.9175,0.0584,0.3957,0.9377
0.5843,0.8278,0.3712,0.1692,0.6988
0.7976,0.7942,0.7344,0.7162,0.0806
